mean_accuracy,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.503125,False,1,dadcd_00014,2024-10-19_16-32-17,1729348337,0.1797471046447754,0.1797471046447754,230458,quaoar,10.56.7.46,0.1797471046447754,1
0.81875,False,2,dadcd_00014,2024-10-19_16-32-17,1729348337,0.16642403602600098,0.34617114067077637,230458,quaoar,10.56.7.46,0.34617114067077637,2
0.790625,False,3,dadcd_00014,2024-10-19_16-32-17,1729348337,0.1615283489227295,0.5076994895935059,230458,quaoar,10.56.7.46,0.5076994895935059,3
0.878125,False,4,dadcd_00014,2024-10-19_16-32-17,1729348337,0.1607515811920166,0.6684510707855225,230458,quaoar,10.56.7.46,0.6684510707855225,4
0.8625,False,5,dadcd_00014,2024-10-19_16-32-17,1729348337,0.15993785858154297,0.8283889293670654,230458,quaoar,10.56.7.46,0.8283889293670654,5
0.85,False,6,dadcd_00014,2024-10-19_16-32-18,1729348338,0.17208218574523926,1.0004711151123047,230458,quaoar,10.56.7.46,1.0004711151123047,6
0.884375,False,7,dadcd_00014,2024-10-19_16-32-18,1729348338,0.1633756160736084,1.163846731185913,230458,quaoar,10.56.7.46,1.163846731185913,7
0.9125,False,8,dadcd_00014,2024-10-19_16-32-18,1729348338,0.16460514068603516,1.3284518718719482,230458,quaoar,10.56.7.46,1.3284518718719482,8
0.884375,False,9,dadcd_00014,2024-10-19_16-32-18,1729348338,0.1610548496246338,1.489506721496582,230458,quaoar,10.56.7.46,1.489506721496582,9
0.934375,False,10,dadcd_00014,2024-10-19_16-32-18,1729348338,0.1610269546508789,1.650533676147461,230458,quaoar,10.56.7.46,1.650533676147461,10
0.9625,False,11,dadcd_00014,2024-10-19_16-32-18,1729348338,0.1630709171295166,1.8136045932769775,230458,quaoar,10.56.7.46,1.8136045932769775,11
0.93125,False,12,dadcd_00014,2024-10-19_16-32-19,1729348339,0.1645047664642334,1.978109359741211,230458,quaoar,10.56.7.46,1.978109359741211,12
0.9375,False,13,dadcd_00014,2024-10-19_16-32-19,1729348339,0.1642928123474121,2.142402172088623,230458,quaoar,10.56.7.46,2.142402172088623,13
0.909375,False,14,dadcd_00014,2024-10-19_16-32-19,1729348339,0.16003751754760742,2.3024396896362305,230458,quaoar,10.56.7.46,2.3024396896362305,14
0.875,False,15,dadcd_00014,2024-10-19_16-32-19,1729348339,0.16347169876098633,2.465911388397217,230458,quaoar,10.56.7.46,2.465911388397217,15
0.934375,False,16,dadcd_00014,2024-10-19_16-32-19,1729348339,0.1633460521697998,2.6292574405670166,230458,quaoar,10.56.7.46,2.6292574405670166,16
0.921875,False,17,dadcd_00014,2024-10-19_16-32-19,1729348339,0.160902738571167,2.7901601791381836,230458,quaoar,10.56.7.46,2.7901601791381836,17
0.925,False,18,dadcd_00014,2024-10-19_16-32-20,1729348340,0.1624126434326172,2.952572822570801,230458,quaoar,10.56.7.46,2.952572822570801,18
0.915625,False,19,dadcd_00014,2024-10-19_16-32-20,1729348340,0.16203665733337402,3.114609479904175,230458,quaoar,10.56.7.46,3.114609479904175,19
0.915625,False,20,dadcd_00014,2024-10-19_16-32-20,1729348340,0.16064143180847168,3.2752509117126465,230458,quaoar,10.56.7.46,3.2752509117126465,20
0.90625,False,21,dadcd_00014,2024-10-19_16-32-20,1729348340,0.16620373725891113,3.4414546489715576,230458,quaoar,10.56.7.46,3.4414546489715576,21
0.934375,False,22,dadcd_00014,2024-10-19_16-32-20,1729348340,0.16250896453857422,3.603963613510132,230458,quaoar,10.56.7.46,3.603963613510132,22
0.93125,False,23,dadcd_00014,2024-10-19_16-32-20,1729348340,0.16199827194213867,3.7659618854522705,230458,quaoar,10.56.7.46,3.7659618854522705,23
0.946875,False,24,dadcd_00014,2024-10-19_16-32-21,1729348341,0.16263985633850098,3.9286017417907715,230458,quaoar,10.56.7.46,3.9286017417907715,24
